LOTE;UNIDAD;TIPO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
88;PARTICULARES;SEDAN;2016;4x2;B;47315;4200000
89;PARTICULARES;HATCHBACK;2016;4x2;B;46502;4300000
90;PARTICULARES;HATCHBACK;2016;4x2;B;137318;4600000
91;PARTICULARES;HATCHBACK;2014;4x2;B;28937;5600000
92;PARTICULARES;SEDAN;2016;4x2;B;72735;4000000
93;PARTICULARES;SEDAN;2016;4x2;B;110780;3900000
94;PARTICULARES;HATCHBACK;2015;4x2;B;114472;3800000
95;PARTICULARES;SEDAN;2014;4x2;B;75231;3400000
96;PARTICULARES;SEDAN;2014;4x2;B;159114;2900000
97;PARTICULARES;HATCHBACK;2014;4x2;B;163317;3400000
98;PARTICULARES;HATCHBACK;2014;4x2;B;128855;3000000
1;AUTOMOTORAS;STATION WAGON;2019;4x4;D;39469;12900000
2;AUTOMOTORAS;STATION WAGON;2019;4x4;D;39559;12900000
3;AUTOMOTORAS;STATION WAGON;2019;4x4;D;41241;12900000
4;PARTICULARES;STATION WAGON;2018;4x4;B;43490;9900000
5;PARTICULARES;STATION WAGON;2020;4x2;B;5866;8800000
6;BFE;STATION WAGON;2017;4x4;B;43410;8500000
7;AUTOMOTORAS;HATCHBACK;2019;4x2;D;33587;9500000
8;AUTOMOTORAS;HATCHBACK;2019;4x2;D;47693;9500000
9;AUTOMOTORAS;SEDAN;2019;4x2;D;31621;6700000
10;AUTOMOTORAS;SEDAN;2019;4x2;D;38331;6700000
11;BFE;HATCHBACK;2019;4x2;B;19894;8600000
12;LEASING;HATCHBACK;2015;4x2;B;44506;7200000
13;AUTOMOTORAS;HATCHBACK;2018;4x2;B;28516;7000000
14;PARTICULARES;SEDAN;2017;4x2;B;64828;6800000
15;BFE;HATCHBACK;2018;4x2;B;35357;5800000
16;BFE;MOTOS;2018;2x2;B;46181;7200000
17;BFE;MOTOS;2018;2x2;B;56360;7200000
18;LEASING;CAMIONETA;2018;4x4;D;108890;10300000
19;LEASING;CAMIONETA;2017;4x4;D;38498;9200000
20;LEASING;CAMIONETA;2017;4x4;D;59399;9200000
21;LEASING;CAMIONETA;2018;4x2;D;64729;8200000
22;LEASING;CAMIONETA;2017;4x4;D;31517;8300000
23;LEASING;CAMIONETA;2017;4x4;D;155917;8000000
24;LEASING;CAMIONETA;2016;4x4;D;128012;10800000
25;LEASING;CAMIONETA;2016;4x4;D;173814;9500000
26;LEASING;CAMIONETA;2016;4x4;D;71829;8100000
27;LEASING;CAMIONETA;2016;4x4;D;157772;8100000
28;LEASING;CAMIONETA;2017;4x4;D;183996;8800000
29;LEASING;CAMIONETA;2016;4x4;D;38879;8600000
30;LEASING;CAMIONETA;2016;4x4;D;62768;7800000
31;LEASING;CAMIONETA;2016;4x4;D;68972;8600000
32;LEASING;CAMIONETA;2016;4x4;D;74028;8800000
33;LEASING;CAMIONETA;2016;4x4;D;83233;8600000
34;LEASING;CAMIONETA;2016;4x4;D;156421;7900000
35;LEASING;CAMIONETA;2016;4x4;D;112087;7400000
36;LEASING;CAMIONETA;2015;4x4;D;101340;7500000
37;LEASING;CAMIONETA;2015;4x4;D;130078;6900000
38;LEASING;CAMIONETA;2016;4x2;D;49178;7500000
39;LEASING;CAMIONETA;2016;4x2;D;68224;7100000
40;LEASING;CAMIONETA;2016;4x2;D;70778;7100000
41;LEASING;CAMIONETA;2016;4x2;D;75142;7100000
42;LEASING;CAMIONETA;2016;4x2;D;81602;6900000
43;LEASING;CAMIONETA;2016;4x2;D;100294;6900000
44;LEASING;CAMIONETA;2016;4x2;D;109522;6900000
45;LEASING;CAMIONETA;2015;4x4;D;47899;6500000
46;LEASING;CAMIONETA;2015;4x4;D;83432;6200000
47;LEASING;CAMIONETA;2015;4x4;D;95389;5600000
48;LEASING;CAMIONETA;2015;4x4;D;99584;5700000
49;LEASING;CAMIONETA;2015;4x4;D;160271;6500000
50;LEASING;CAMIONETA;2015;4x4;D;119962;6500000
51;LEASING;CAMIONETA;2015;4x2;D;91514;5000000
52;LEASING;CAMIONETA;2015;4x2;D;92822;4800000
53;LEASING;CAMIONETA;2015;4x2;D;94565;4800000
54;LEASING;CAMIONETA;2015;4x2;D;108041;5000000
55;LEASING;CAMIONETA;2016;4x2;D;144787;6300000
56;LEASING;CAMIONETA;2016;4x2;D;150047;6500000
57;LEASING;CAMIONETA;2016;4x2;D;164073;6300000
58;LEASING;CAMIONETA;2016;4x2;D;204646;6400000
59;LEASING;CAMIONETA;2016;4x2;D;143054;5600000
60;LEASING;CAMIONETA;2015;4x2;D;186324;5000000
61;LEASING;FURGON;2016;4x2;D;25450;7600000
62;LEASING;FURGON;2017;4x2;D;245532;10600000
63;LEASING;FURGON;2015;4x2;D;118447;6700000
64;LEASING;FURGON;2015;4x2;D;135468;6700000
65;LEASING;AMBULANCIA;2014;4x2;D;124499;6400000
66;LEASING;FURGON;2017;4x2;D;109673;5300000
67;LEASING;FURGON;2017;4x2;D;139073;5300000
68;LEASING;FURGON;2017;4x2;D;141595;4900000
69;LEASING;FURGON;2017;4x2;D;148002;4900000
70;LEASING;FURGON;2017;4x2;D;148485;4600000
71;LEASING;FURGON;2017;4x2;D;149740;4700000
72;LEASING;FURGON;2017;4x2;D;161606;4700000
73;LEASING;FURGON;2017;4x2;D;166766;4700000
74;LEASING;FURGON;2017;4x2;D;167347;4700000
75;LEASING;FURGON;2017;4x2;D;173045;4600000
76;LEASING;FURGON;2017;4x2;D;176518;4600000
77;LEASING;MINIBUS;2016;4x2;B;32879;5900000
78;LEASING;MINIBUS;2016;4x2;B;35564;5200000
79;LEASING;MINIBUS;2016;4x2;B;36609;6400000
80;LEASING;MINIBUS;2016;4x2;B;36734;5200000
81;LEASING;FURGON;2016;4x2;D;144473;4600000
82;LEASING;FURGON;2016;4x2;D;259672;4600000
83;BFE;STATION WAGON;2018;4x2;B;33565;5300000
84;PARTICULARES;HATCHBACK;2017;4x2;B;26831;5400000
85;PARTICULARES;HATCHBACK;2017;4x2;B;54294;5400000
86;PARTICULARES;SEDAN;2018;4x2;B;41905;5100000
87;LIQUIDACIONES;HATCHBACK;2018;4x2;B;28434;4200000
88;PARTICULARES;SEDAN;2017;4x2;B;93075;4200000
89;BFE;SEDAN;2019;4x2;B;37156;3800000
90;LEASING;HATCHBACK;2017;4x2;B;99956;4000000
91;BFE;HATCHBACK;2015;4x2;B;69245;3700000
92;LEASING;SEDAN;2016;4x2;B;153889;4300000
93;LIQUIDACIONES;SEDAN;2013;4x2;B;62447;4100000
1;AUTOMOTORAS;STATION WAGON;2020;4x2;B;8;13800000
2;AUTOMOTORAS;STATION WAGON;2020;4x2;B;15;13800000
3;AUTOMOTORAS;STATION WAGON;2020;4x2;B;15;13800000
4;AUTOMOTORAS;STATION WAGON;2020;4x2;B;10;10200000
5;AUTOMOTORAS;STATION WAGON;2020;4x2;B;15;9900000
6;AUTOMOTORAS;STATION WAGON;2019;4x4;D;39567;12400000
7;AUTOMOTORAS;STATION WAGON;2019;4x4;D;41860;12400000
8;AUTOMOTORAS;STATION WAGON;2019;4x4;D;42664;12400000
9;AUTOMOTORAS;HATCHBACK;2020;4x2;B;8;9900000
10;AUTOMOTORAS;HATCHBACK;2019;4x2;D;42070;9300000
11;AUTOMOTORAS;HATCHBACK;2019;4x2;D;43268;9300000
12;AUTOMOTORAS;HATCHBACK;2019;4x2;D;43638;9800000
13;LEASING;STATION WAGON;2017;4x2;B;55546;14100000
14;LEASING;STATION WAGON;2016;4x4;B;87447;13000000
15;PARTICULARES;STATION WAGON;2017;4x4;B;30567;10100000
16;AUTOMOTORAS;STATION WAGON;2019;4x2;B;21099;7900000
17;LEASING;STATION WAGON;2017;4x2;D;89722;7600000
18;LEASING;STATION WAGON;2018;4x4;B;84401;6800000
19;LEASING;STATION WAGON;2018;4x4;B;85402;6500000
20;LEASING;STATION WAGON;2018;4x2;B;83204;6100000
21;LEASING;STATION WAGON;2017;4x4;B;95679;6000000
22;BFE;MOTOS;2018;2x2;B;26310;5700000
23;BFE;MOTOS;2018;2x2;B;35419;5700000
24;LEASING;CAMIONETA;2018;4x4;D;104593;13400000
25;LEASING;CAMIONETA;2018;4x4;D;26300;9800000
26;LEASING;CAMIONETA;2018;4x4;D;28071;9800000
27;LEASING;CAMIONETA;2018;4x4;D;36467;9800000
28;LEASING;CAMIONETA;2018;4x4;D;79973;11300000
29;LEASING;CAMIONETA;2018;4x4;D;113737;8400000
30;LEASING;CAMIONETA;2018;4x2;D;17682;7600000
31;LEASING;CAMIONETA;2017;4x2;D;10750;6900000
32;LEASING;CAMIONETA;2017;4x4;D;75111;7700000
33;LEASING;CAMIONETA;2017;4x4;D;160627;7300000
34;LEASING;CAMIONETA;2017;4x2;D;106715;7400000
35;LEASING;CAMIONETA;2017;4x2;D;147167;6700000
36;LEASING;CAMIONETA;2016;4x4;D;17531;7300000
37;LEASING;CAMIONETA;2016;4x4;D;160054;7200000
38;LEASING;CAMIONETA;2016;4x4;D;106005;7800000
39;LEASING;CAMIONETA;2016;4x4;D;84060;7300000
40;LEASING;CAMIONETA;2016;4x4;D;96250;7300000
41;LEASING;CAMIONETA;2016;4x4;D;98074;7300000
42;LEASING;CAMIONETA;2016;4x4;D;149819;7300000
43;LEASING;CAMIONETA;2016;4x4;D;150546;6500000
44;LEASING;CAMIONETA;2017;4x2;D;88536;6600000
45;LEASING;CAMIONETA;2016;4x2;D;93572;6300000
46;LEASING;CAMIONETA;2017;4x2;D;129807;6300000
47;LEASING;CAMIONETA;2016;4x4;D;152381;7100000
48;LEASING;CAMIONETA;2016;4x2;D;169712;5600000
49;LEASING;CAMIONETA;2017;4x2;D;120232;6600000
50;LEASING;CAMIONETA;2017;4x2;D;130040;6300000
51;LEASING;CAMIONETA;2017;4x2;D;138610;6200000
52;LEASING;CAMIONETA;2017;4x2;D;158059;6600000
53;LEASING;CAMIONETA;2017;4x2;D;181439;5700000
54;LEASING;CAMIONETA;2017;4x2;D;212682;5800000
55;LEASING;CAMIONETA;2015;4x4;D;109579;6200000
56;LEASING;CAMIONETA;2015;4x4;D;139152;5900000
57;LEASING;CAMIONETA;2015;4x4;D;50895;5600000
58;LEASING;CAMIONETA;2015;4x4;D;100059;5600000
59;LEASING;CAMIONETA;2015;4x2;D;134048;4900000
60;LEASING;CAMIONETA;2016;4x4;D;156494;6700000
61;LEASING;CAMIONETA;2015;4x2;D;41302;5600000
62;LEASING;CAMIONETA;2015;4x2;D;70698;5000000
63;LEASING;CAMIONETA;2015;4x2;D;100884;5100000
64;LEASING;CAMIONETA;2015;4x4;D;84041;4700000
65;LEASING;CAMIONETA;2015;4x2;D;84749;4900000
66;LEASING;CAMIONETA;2015;4x2;D;90873;4500000
67;LEASING;CAMIONETA;2015;4x2;D;100925;4500000
68;LEASING;CAMIONETA;2015;4x2;D;141476;4400000
69;LEASING;CAMIONETA;2015;4x2;D;143610;4500000
70;LEASING;CAMIONETA;2015;4x2;D;150095;4400000
71;LEASING;CAMIONETA;2015;4x2;D;151067;4500000
72;LEASING;CAMIONETA;2015;4x2;D;177366;4500000
73;LEASING;CAMIONETA;2015;4x2;D;113180;4900000
74;LEASING;CAMIONETA;2015;4x2;D;152092;4600000
75;LEASING;CAMIONETA;2015;4x2;D;203564;3700000
76;LEASING;CAMIONETA;2016;4x2;D;230653;4900000
77;LEASING;CAMIONETA;2016;4x2;D;260491;4900000
78;RENOVACIÓN ANTICIPADA;CAMIONETA;2015;4x2;B;116465;4300000
79;LEASING;FURGON;2017;4x2;D;77128;9400000
80;LEASING;FURGON;2017;4x2;D;106170;7300000
81;LEASING;FURGON;2017;4x2;D;116533;7900000
82;LEASING;MINIBUS;2016;4x2;D;243505;11800000
83;LEASING;FURGON;2018;4x2;D;82185;5300000
84;LEASING;FURGON;2017;4x2;D;91384;5400000
85;LEASING;FURGON;2017;4x2;D;127624;5100000
86;LEASING;FURGON;2016;4x2;D;69206;5500000
87;LEASING;FURGON;2016;4x2;D;107282;5100000
88;LEASING;FURGON;2017;4x2;D;198110;4900000
89;LEASING;FURGON;2015;4x2;D;107579;5000000
90;AUTOMOTORAS;SEDAN;2019;4x2;D;36726;7300000
91;AUTOMOTORAS;SEDAN;2019;4x2;D;36826;7300000
92;AUTOMOTORAS;SEDAN;2019;4x2;D;39920;6900000
93;LEASING;STATION WAGON;2016;4x4;B;42064;8700000
94;LEASING;STATION WAGON;2016;4x4;B;91733;9400000
95;LEASING;STATION WAGON;2016;4x4;B;96655;9400000
96;BFE;STATION WAGON;2017;4x2;B;47734;6300000
97;PARTICULARES;STATION WAGON;2015;4x2;B;84127;6200000
98;PARTICULARES;SEDAN;2020;4x2;B;13530;6100000
99;LEASING;STATION WAGON;2016;4x4;B;99137;5800000
100;LEASING;STATION WAGON;2016;4x4;B;101116;5800000
101;PARTICULARES;STATION WAGON;2019;4x2;B;17501;5200000
102;PARTICULARES;STATION WAGON;2015;4x2;B;52830;4700000
104;LEASING;STATION WAGON;2016;4x4;B;150266;7200000
105;PARTICULARES;HATCHBACK;2019;4x2;B;19765;4700000
106;PARTICULARES;SEDAN;2018;4x2;B;45982;4500000
107;LEASING;SEDAN;2016;4x2;B;65239;5200000
108;AUTOMOTORAS;SEDAN;2015;4x2;B;77306;5000000
109;PARTICULARES;HATCHBACK;2017;4x2;B;54338;4500000
110;PARTICULARES;HATCHBACK;2016;4x2;B;49451;3800000
111;PARTICULARES;SEDAN;2017;4x2;B;94681;4500000
112;PARTICULARES;SEDAN;2014;4x2;B;145233;3600000
113;PARTICULARES;HATCHBACK;2014;4x2;B;93180;3700000
1;AUTOMOTORAS;STATION WAGON;2020;4x2;B;8;15100000
2;AUTOMOTORAS;STATION WAGON;2020;4x2;B;11;15100000
3;AUTOMOTORAS;STATION WAGON;2020;4x2;B;10;9700000
4;PARTICULARES;STATION WAGON;2017;4x2;B;52700;6000000
5;LEASING;STATION WAGON;2018;4x4;B;78042;6600000
6;LEASING;STATION WAGON;2018;4x4;B;81276;6500000
7;LEASING;STATION WAGON;2017;4x4;B;95532;5800000
8;LEASING;STATION WAGON;2016;4x4;B;92028;5300000
9;PARTICULARES;STATION WAGON;2018;4x2;B;41155;6200000
10;PARTICULARES;STATION WAGON;2019;4x2;B;28481;4300000
11;AUTOMOTORAS;STATION WAGON;2020;4x2;B;9;11400000
12;AUTOMOTORAS;HATCHBACK;2020;4x2;B;8;10000000
13;AUTOMOTORAS;SEDAN;2016;4x2;D;105612;8100000
14;PARTICULARES;HATCHBACK;2019;4x2;B;32395;6900000
15;AUTOMOTORAS;HATCHBACK;2018;4x2;B;28516;6900000
16;PARTICULARES;HATCHBACK;2018;4x2;B;33583;6500000
17;LEASING;HATCHBACK;2019;4x2;B;51080;5500000
18;LEASING;HATCHBACK;2019;4x2;B;53588;5500000
19;LEASING;CAMIONETA;2018;4x4;D;70763;10200000
20;LEASING;CAMIONETA;2018;4x4;D;16514;9200000
21;LEASING;CAMIONETA;2018;4x4;D;21281;9600000
22;LEASING;CAMIONETA;2018;4x4;D;25511;9100000
23;LEASING;CAMIONETA;2018;4x4;D;34808;8800000
24;LEASING;CAMIONETA;2018;4x4;D;40889;9100000
25;LEASING;CAMIONETA;2018;4x4;D;43975;9100000
26;LEASING;CAMIONETA;2018;4x4;D;40495;8800000
27;LEASING;CAMIONETA;2018;4x4;D;81939;8900000
28;LEASING;CAMIONETA;2018;4x4;D;85940;8900000
29;LEASING;CAMIONETA;2018;4x4;D;89932;9000000
30;LEASING;CAMIONETA;2018;4x4;D;95823;8800000
31;LEASING;CAMIONETA;2018;4x4;D;108299;8500000
32;LEASING;CAMIONETA;2018;4x4;D;158738;10600000
33;LEASING;CAMIONETA;2017;4x4;D;34333;7900000
34;LEASING;CAMIONETA;2017;4x4;D;38229;7500000
35;LEASING;CAMIONETA;2017;4x4;D;48568;7500000
36;LEASING;CAMIONETA;2016;4x4;D;47019;8600000
37;LEASING;CAMIONETA;2017;4x4;D;50329;8200000
38;LEASING;CAMIONETA;2017;4x4;D;59631;7900000
39;LEASING;CAMIONETA;2017;4x4;D;69320;7400000
40;LEASING;CAMIONETA;2017;4x4;D;78588;7700000
41;LEASING;CAMIONETA;2017;4x4;D;96069;7400000
42;LEASING;CAMIONETA;2018;4x2;D;60057;8800000
43;LEASING;CAMIONETA;2018;4x2;D;60828;8200000
44;LEASING;CAMIONETA;2018;4x2;D;69356;7500000
45;LEASING;CAMIONETA;2018;4x2;D;89100;8100000
46;LEASING;CAMIONETA;2018;4x4;D;227667;7300000
47;BFE;CAMIONETA;2013;4x4;D;97614;5110000
48;PARTICULARES;CAMIONETA;2014;4x2;B;111484;3500000
49;LEASING;CAMIONETA;2015;4x2;D;136142;7000000
50;LEASING;FURGON;2017;4x2;D;71252;5400000
51;LEASING;FURGON;2017;4x2;D;76272;5100000
52;LEASING;FURGON;2017;4x2;D;93016;5100000
53;AUTOMOTORAS;STATION WAGON;2012;4x4;B;92651;5500000
54;AUTOMOTORAS;STATION WAGON;2014;4x4;B;122437;5300000
55;LEASING;SEDAN;2017;4x2;B;59619;6900000
56;PARTICULARES;HATCHBACK;2017;4x2;B;51789;5700000
57;PARTICULARES;HATCHBACK;2017;4x2;B;68514;5400000
58;PARTICULARES;HATCHBACK;2018;4x2;B;93742;4800000
59;PARTICULARES;SEDAN;2017;4x2;B;116118;5000000
60;AUTOMOTORAS;HATCHBACK;2017;4x2;B;75251;5500000
61;LEASING;HATCHBACK;2017;4x2;B;115838;3800000
62;PARTICULARES;HATCHBACK;2016;4x2;B;75957;3900000
63;PARTICULARES;HATCHBACK;2014;4x2;B;120119;3200000
1;BFE;CAMIONETA;2018;4x4;B;39985;13700000
2;PARTICULARES;STATION WAGON;2017;4x2;D;48827;8600000
3;LEASING;STATION WAGON;2018;4x2;B;81480;6100000
4;LEASING;STATION WAGON;2018;4x2;B;86392;6100000
5;LEASING;STATION WAGON;2018;4x2;B;87298;5900000
6;PARTICULARES;HATCHBACK;2018;4x2;B;24259;6700000
7;PARTICULARES;HATCHBACK;2017;4x2;B;114947;6200000
8;PARTICULARES;HATCHBACK;2017;4x2;B;27259;5500000
9;PARTICULARES;SEDAN;2017;4x2;B;68348;5200000
10;PARTICULARES;HATCHBACK;2017;4x2;B;32074;5200000
11;PARTICULARES;HATCHBACK;2017;4x2;B;68997;5300000
12;LEASING;HATCHBACK;2019;4x2;B;52469;5000000
13;LEASING;HATCHBACK;2019;4x2;B;54626;5000000
14;LEASING;HATCHBACK;2019;4x2;B;58819;4800000
15;LEASING;CAMIONETA;2018;4x4;D;39172;8800000
16;LEASING;CAMIONETA;2018;4x4;D;52020;8300000
17;LEASING;CAMIONETA;2018;4x4;D;73120;8100000
18;LEASING;CAMIONETA;2018;4x4;D;86810;8100000
19;LEASING;CAMIONETA;2017;4x4;D;67683;10000000
20;LEASING;CAMIONETA;2016;4x4;D;137665;7100000
21;LEASING;CAMIONETA;2016;4x4;D;49081;7300000
22;LEASING;CAMIONETA;2016;4x4;D;99019;7800000
23;LEASING;CAMIONETA;2016;4x4;D;111614;7300000
24;LEASING;CAMIONETA;2017;4x4;D;74665;8100000
25;LEASING;CAMIONETA;2017;4x4;D;76466;7700000
26;LEASING;CAMIONETA;2017;4x4;D;76651;7400000
27;LEASING;CAMIONETA;2017;4x4;D;78539;8100000
28;LEASING;CAMIONETA;2017;4x4;D;93633;6800000
29;LEASING;CAMIONETA;2017;4x4;D;94096;6800000
30;LEASING;CAMIONETA;2017;4x4;D;98213;6800000
31;LEASING;CAMIONETA;2017;4x4;D;100168;6800000
32;LEASING;CAMIONETA;2017;4x4;D;102311;6900000
33;LEASING;CAMIONETA;2017;4x4;D;104560;6800000
34;LEASING;CAMIONETA;2016;4x2;D;147625;6200000
35;LEASING;CAMIONETA;2016;4x2;D;108268;6000000
36;LEASING;CAMIONETA;2017;4x2;D;142673;6600000
37;LEASING;CAMIONETA;2016;4x2;D;109324;7300000
38;LEASING;CAMIONETA;2016;4x4;D;225677;6200000
39;BFE;CAMIONETA;2016;4x2;D;90389;4100000
40;LEASING;CAMIONETA;2015;4x2;B;95116;3800000
41;LEASING;CAMIONETA;2016;4x2;B;122127;3500000
42;LEASING;CAMIONETA;2017;4x2;D;108324;7400000
43;LEASING;CAMIONETA;2016;4x2;D;94568;7500000
44;LEASING;FURGON;2017;4x2;D;109593;8400000
45;LEASING;FURGON;2016;4x2;D;137540;7100000
46;LEASING;FURGON;2017;4x2;D;120684;5300000
47;LEASING;FURGON;2016;4x2;D;69148;4900000
48;LEASING;FURGON;2016;4x2;D;102986;4600000
49;LEASING;FURGON;2016;4x2;D;214225;4000000
50;LEASING;FURGON;2014;4x2;D;106739;4000000
51;LEASING;FURGON;2014;4x2;D;130624;4200000
52;BFE;HATCHBACK;2019;4x2;B;25846;5700000
53;LEASING;HATCHBACK;2018;4x2;B;39357;4000000
54;LEASING;HATCHBACK;2018;4x2;B;44540;4000000
55;PARTICULARES;STATION WAGON;2017;4x2;B;41187;4800000
56;BFE;STATION WAGON;2017;4x2;B;35263;3800000
57;PARTICULARES;HATCHBACK;2014;4x2;D;117875;5600000
58;PARTICULARES;HATCHBACK;2014;4x2;B;110441;5200000
59;PARTICULARES;HATCHBACK;2018;4x2;B;33212;4300000
60;PARTICULARES;SEDAN;2016;4x2;B;81538;3850000
1;PARTICULARES;STATION WAGON;2017;4x2;B;29485;9800000
2;PARTICULARES;STATION WAGON;2015;4x2;B;63823;9000000
3;LEASING;STATION WAGON;2019;4x2;B;61810;9100000
4;LEASING;STATION WAGON;2019;4x4;B;73876;9100000
5;LEASING;STATION WAGON;2018;4x2;B;84395;8500000
6;BFE;STATION WAGON;2019;4x2;B;3427;8500000
7;LEASING;HATCHBACK;2016;4x2;B;47941;7700000
8;LEASING;SEDAN;2018;4x4;B;58947;7900000
9;LEASING;STATION WAGON;2016;4x2;B;52624;6300000
10;LEASING;STATION WAGON;2015;4x2;B;73168;5700000
11;LEASING;STATION WAGON;2015;4x2;B;98974;5500000
12;LEASING;CAMIONETA;2018;4x4;D;14867;9600000
13;LEASING;CAMIONETA;2018;4x4;D;24211;9600000
14;LEASING;CAMIONETA;2018;4x4;D;29833;8800000
15;LEASING;CAMIONETA;2018;4x4;D;31567;8800000
16;LEASING;CAMIONETA;2018;4x4;D;39048;8800000
17;LEASING;CAMIONETA;2018;4x4;D;91051;8700000
18;LEASING;CAMIONETA;2018;4x4;D;110406;8600000
19;LEASING;CAMIONETA;2017;4x4;D;47952;8800000
20;LEASING;CAMIONETA;2017;4x4;D;100180;7600000
21;LEASING;CAMIONETA;2017;4x4;D;139297;7600000
22;LEASING;CAMIONETA;2017;4x4;D;143031;7600000
23;LEASING;CAMIONETA;2017;4x4;D;168037;7600000
24;LEASING;CAMIONETA;2017;4x4;D;53471;7800000
25;LEASING;CAMIONETA;2017;4x4;D;59335;7800000
26;LEASING;CAMIONETA;2017;4x4;D;68325;7800000
27;LEASING;CAMIONETA;2017;4x4;D;126291;7800000
28;LEASING;CAMIONETA;2017;4x4;D;105573;7100000
29;LEASING;CAMIONETA;2017;4x4;D;117681;7700000
30;LEASING;CAMIONETA;2017;4x4;D;151741;6900000
31;LEASING;CAMIONETA;2017;4x2;D;90368;7600000
32;LEASING;CAMIONETA;2017;4x2;D;190191;6800000
33;LEASING;CAMIONETA;2017;4x2;D;66214;7100000
34;LEASING;CAMIONETA;2016;4x2;D;73228;7100000
35;LEASING;CAMIONETA;2015;4x4;D;51604;5300000
36;LEASING;CAMIONETA;2015;4x2;D;82002;5000000
37;LEASING;CAMIONETA;2017;4x2;D;98276;6400000
38;LEASING;CAMIONETA;2015;4x2;D;89298;5400000
39;LEASING;CAMIONETA;2016;4x2;D;242818;5900000
40;LEASING;CAMIONETA;2016;4x2;D;223091;5400000
41;LEASING;CAMIONETA;2017;4x2;D;35428;8300000
42;LEASING;FURGON;2018;4x2;D;59555;5200000
43;LEASING;FURGON;2017;4x2;D;178555;4700000
44;LEASING;FURGON;2017;4x2;D;126349;4500000
45;LEASING;FURGON;2017;4x2;D;131897;4500000
46;LEASING;FURGON;2016;4x2;D;95248;4500000
47;LEASING;FURGON;2016;4x2;D;200009;3600000
48;LEASING;FURGON;2016;4x2;D;109531;4300000
49;LEASING;FURGON;2016;4x2;D;159071;4100000
50;LEASING;FURGON;2016;4x2;D;106116;3800000
51;LEASING;FURGON;2016;4x2;D;107550;3800000
52;LEASING;FURGON;2016;4x2;D;109629;3500000
53;LEASING;FURGON;2016;4x2;D;110279;3800000
54;LEASING;FURGON;2015;4x2;D;143256;4100000
55;LEASING;SEDAN;2019;4x2;B;63185;6200000
56;LEASING;SEDAN;2018;4x2;B;64271;5700000
57;LEASING;SEDAN;2018;4x2;B;71058;5700000
58;PARTICULARES;HATCHBACK;2014;4x2;B;109109;4700000
59;PARTICULARES;SEDAN;2014;4x2;B;95009;4100000
60;PARTICULARES;HATCHBACK;2014;4x2;B;98491;2200000
61;BFE;SEDAN;2012;4x2;B;143425;2500000
62;BFE;HATCHBACK;2014;4x2;B;50692;1650000
1;AUTOMOTORAS;STATION WAGON;2018;4x4;B;78404;14700000
2;AUTOMOTORAS;STATION WAGON;2018;4x4;B;44819;11300000
3;PARTICULARES;STATION WAGON;2018;4x2;B;25251;9500000
4;AUTOMOTORAS;STATION WAGON;2017;4x2;B;41338;8800000
5;LEASING;STATION WAGON;2019;4x4;B;66715;8800000
6;LEASING;STATION WAGON;2018;4x4;B;88140;8300000
7;PARTICULARES;STATION WAGON;2017;4x4;B;76133;9300000
8;AUTOMOTORAS;STATION WAGON;2015;4x2;B;44307;7200000
9;AUTOMOTORAS;HATCHBACK;2019;4x2;D;37795;10100000
10;PARTICULARES;HATCHBACK;2018;4x2;D;40114;11900000
11;LEASING;STATION WAGON;2017;4x2;B;71682;6200000
12;LEASING;STATION WAGON;2018;4x2;B;88296;6300000
13;PARTICULARES;STATION WAGON;2016;4x4;B;114496;5500000
14;PARTICULARES;STATION WAGON;2016;4x4;B;116190;5500000
15;PARTICULARES;HATCHBACK;2017;4x2;B;27259;5600000
16;LEASING;HATCHBACK;2019;4x2;B;50058;5600000
17;LEASING;HATCHBACK;2019;4x2;B;52469;5600000
18;LEASING;HATCHBACK;2019;4x2;B;52469;5200000
19;LEASING;CAMIONETA;2018;4x4;D;22707;10400000
20;LEASING;CAMIONETA;2018;4x4;D;22863;10400000
21;LEASING;CAMIONETA;2018;4x4;D;32650;10000000
22;LEASING;CAMIONETA;2018;4x4;D;73703;10400000
23;LEASING;CAMIONETA;2017;4x4;D;52664;9500000
24;LEASING;CAMIONETA;2018;4x4;D;56762;9500000
25;LEASING;CAMIONETA;2018;4x4;D;104169;9500000
26;LEASING;CAMIONETA;2017;4x4;D;96351;8500000
27;LEASING;CAMIONETA;2017;4x4;D;99213;8500000
28;LEASING;CAMIONETA;2017;4x4;D;104289;8000000
29;LEASING;CAMIONETA;2017;4x4;D;106254;7800000
30;LEASING;CAMIONETA;2017;4x4;D;110201;8200000
31;LEASING;CAMIONETA;2016;4x4;D;70645;8200000
32;LEASING;CAMIONETA;2017;4x4;D;128023;8300000
33;LEASING;CAMIONETA;2016;4x2;D;96469;7800000
34;LEASING;CAMIONETA;2016;4x2;D;100696;6500000
35;LEASING;CAMIONETA;2016;4x2;D;117912;7100000
36;LEASING;CAMIONETA;2016;4x2;D;118979;6700000
37;LEASING;CAMIONETA;2016;4x2;D;128019;6200000
38;LEASING;CAMIONETA;2016;4x2;D;131995;6500000
39;LEASING;CAMIONETA;2016;4x2;D;141729;6700000
40;LEASING;CAMIONETA;2016;4x2;D;196342;6000000
41;LEASING;CAMIONETA;2016;4x2;D;198720;5500000
42;LEASING;CAMIONETA;2016;4x2;D;221575;5700000
