LOTE;UNIDAD;TIPO;ANHO;TRACC;COMB;KILOMETRAJE;ADJUDIC
42;PARTICULARES;STATION WAGON;2014;4x4;B;91710;4600000
43;LIQUIDACIONES;MOTOS;2016;2x2;B;59877;5500000
44;BFE;CAMIONETA;2018;4x4;D;40422;14700000
45;PARTICULARES;CAMIONETA;2018;4x2;B;7777;10000000
46;PARTICULARES;CAMIONETA;2017;4x2;D;65359;11300000
47;PARTICULARES;CAMIONETA;2016;4x4;D;85293;11100000
48;BFE;CAMIONETA;2017;4x4;D;41229;8100000
49;PARTICULARES;CAMIONETA;2017;4x2;D;77291;6600000
50;LIQUIDACIONES;CAMIONETA;2017;4x2;D;53265;7200000
51;LEASING;CAMIONETA;2017;4x4;D;47862;7700000
52;LEASING;CAMIONETA;2017;4x4;D;53872;7700000
53;LEASING;CAMIONETA;2017;4x4;D;62628;7500000
54;LEASING;CAMIONETA;2017;4x4;D;68410;7700000
55;LEASING;CAMIONETA;2017;4x4;D;91806;7500000
56;LEASING;CAMIONETA;2017;4x2;D;97524;7400000
57;LEASING;CAMIONETA;2017;4x4;D;147985;6600000
59;LEASING;CAMIONETA;2017;4x4;D;195748;7700000
60;LEASING;CAMIONETA;2016;4x4;D;40075;7700000
61;LEASING;CAMIONETA;2016;4x4;D;43166;7700000
62;LEASING;CAMIONETA;2016;4x4;D;49247;7500000
63;LEASING;CAMIONETA;2016;4x4;D;37143;8000000
64;LEASING;CAMIONETA;2016;4x4;D;57635;7100000
65;LEASING;CAMIONETA;2016;4x4;D;72042;7500000
66;LEASING;CAMIONETA;2016;4x4;D;78588;8000000
67;LEASING;CAMIONETA;2016;4x4;D;105077;8700000
68;LEASING;CAMIONETA;2016;4x4;D;136897;7300000
69;LEASING;CAMIONETA;2016;4x4;D;245748;8700000
70;LEASING;CAMIONETA;2017;4x2;D;37052;6600000
71;LEASING;CAMIONETA;2017;4x2;D;77283;6600000
72;AUTOMOTORAS;FURGON;2016;4x2;D;43953;7000000
73;AUTOMOTORAS;FURGON;2019;4x2;D;17;7700000
74;AUTOMOTORAS;FURGON;2019;4x2;D;22;7700000
75;AUTOMOTORAS;FURGON;2019;4x2;D;46;7700000
80;BFE;FURGON;2018;4x2;B;64916;4000000
81;LEASING;FURGON;2016;4x2;D;129887;5600000
82;AUTOMOTORAS;SEDAN;2018;4x2;D;61159;5800000
83;AUTOMOTORAS;SEDAN;2018;4x2;D;55512;5800000
84;AUTOMOTORAS;SEDAN;2018;4x2;D;44407;5900000
85;AUTOMOTORAS;SEDAN;2018;4x2;D;111770;6000000
86;BFE;SEDAN;2017;4x2;D;83163;5200000
87;LEASING;SEDAN;2018;4x2;B;63930;5100000
88;LEASING;SEDAN;2016;4x2;B;61607;4800000
89;LEASING;SEDAN;2016;4x2;B;63475;4800000
90;PARTICULARES;STATION WAGON;2015;4x4;B;60277;5600000
91;LEASING;SEDAN;2018;4x2;B;62711;5200000
92;LIQUIDACIONES;SEDAN;2018;4x2;B;51503;4600000
93;AUTOMOTORAS;SEDAN;2016;4x2;B;73847;4500000
94;LEASING;HATCHBACK;2018;4x2;B;70108;4800000
95;BFE;SEDAN;2019;4x2;B;31455;5600000
96;BFE;SEDAN;2018;4x2;B;12807;4200000
97;BFE;SEDAN;2018;4x2;B;59041;4400000
98;LIQUIDACIONES;SEDAN;2018;4x2;B;32400;4200000
99;BFE;HATCHBACK;2018;4x2;B;5003;4800000
100;BFE;HATCHBACK;2017;4x2;B;22720;3900000
101;PARTICULARES;SEDAN;2016;4x2;B;90500;4900000
102;PARTICULARES;SEDAN;2014;4x2;B;99148;5100000
103;AUTOMOTORAS;SEDAN;2015;4x2;B;50780;4500000
104;AUTOMOTORAS;SEDAN;2016;4x2;B;148786;3900000
105;LEASING;SEDAN;2016;4x2;B;65209;3800000
106;LEASING;SEDAN;2016;4x2;B;64144;3800000
107;LEASING;SEDAN;2016;4x2;B;65121;3400000
108;AUTOMOTORAS;SEDAN;2016;4x2;B;57011;3600000
109;LEASING;SEDAN;2016;4x2;B;75045;3400000
110;PARTICULARES;HATCHBACK;2018;4x2;B;26191;3600000
111;PARTICULARES;HATCHBACK;2015;4x2;B;55535;4000000
112;BFE;HATCHBACK;2013;4x2;B;126684;3100000
113;PARTICULARES;HATCHBACK;2014;4x2;B;81456;3600000
114;BFE;HATCHBACK;2014;4x2;B;113323;3600000
115;PARTICULARES;HATCHBACK;2014;4x2;B;86093;3100000
116;PARTICULARES;SEDAN;2014;4x2;B;83297;3400000
117;PARTICULARES;STATION WAGON;2015;4x2;B;110686;2800000
118;PARTICULARES;HATCHBACK;2014;4x2;B;86123;3400000
119;PARTICULARES;HATCHBACK;2015;4x2;B;49270;3800000
120;LIQUIDACIONES;SEDAN;2015;4x2;B;77481;3000000
121;BFE;HATCHBACK;2014;4x2;B;52037;2800000
122;LIQUIDACIONES;STATION WAGON;2012;4x2;B;61053;5400000
123;BFE;HATCHBACK;2011;4x2;B;67224;2800000
124;BFE;STATION WAGON;2010;4x2;B;109787;3600000
125;LIQUIDACIONES;SEDAN;2008;4x2;B;95678;1900000
129;BFE;SEDAN;2018;4x2;B;40531;4400000
1;LEASING;CAMIONETA;2018;4x4;D;30000;6000000
2;LEASING;CAMIONETA;2017;4x4;D;45000;7500000
3;LEASING;CAMIONETA;2017;4x4;D;45000;6600000
4;LEASING;CAMIONETA;2017;4x4;D;45000;6600000
5;LEASING;CAMIONETA;2017;4x4;D;45000;7300000
6;LEASING;CAMIONETA;2017;4x4;D;45000;5900000
7;LEASING;CAMIONETA;2017;4x4;D;45000;7000000
8;LEASING;CAMIONETA;2017;4x4;D;45000;5900000
9;LEASING;CAMIONETA;2017;4x4;D;45000;7000000
10;LEASING;CAMIONETA;2017;4x4;D;45000;5900000
11;LEASING;CAMIONETA;2017;4x4;D;45000;6600000
12;LEASING;CAMIONETA;2017;4x4;D;45000;6600000
13;LEASING;CAMIONETA;2017;4x4;D;45000;5900000
14;LEASING;CAMIONETA;2017;4x4;D;45000;7300000
15;LEASING;CAMIONETA;2017;4x4;D;45000;7300000
16;LEASING;CAMIONETA;2017;4x4;D;45000;5900000
17;LEASING;CAMIONETA;2017;4x4;D;45000;6700000
18;LEASING;CAMIONETA;2017;4x4;D;45000;6200000
19;LEASING;CAMIONETA;2016;4x4;D;60000;7400000
20;LEASING;CAMIONETA;2016;4x4;D;60000;7400000
21;LEASING;CAMION;2016;4x4;D;60000;7400000
22;LEASING;CAMIONETA;2016;4x4;D;60000;6500000
23;LEASING;CAMIONETA;2016;4x4;D;60000;6500000
24;LEASING;CAMIONETA;2016;4x4;D;60000;6500000
25;LEASING;CAMIONETA;2016;4x4;D;60000;6500000
26;LEASING;CAMIONETA;2016;4x4;D;60000;6500000
27;LEASING;CAMIONETA;2016;4x4;D;60000;6600000
28;LEASING;CAMIONETA;2016;4x4;D;60000;8300000
29;LEASING;CAMIONETA;2016;4x4;D;60000;5800000
30;LEASING;CAMIONETA;2015;4x4;D;75000;5800000
31;LEASING;CAMIONETA;2015;4x4;D;75000;5600000
32;LEASING;CAMIONETA;2015;4x4;D;75000;5400000
33;LEASING;CAMIONETA;2015;4x4;D;75000;5800000
34;LEASING;CAMIONETA;2015;4x4;D;75000;5600000
35;LEASING;CAMIONETA;2015;4x4;D;75000;4600000
36;LEASING;CAMIONETA;2015;4x4;D;75000;5200000
37;LEASING;CAMIONETA;2015;4x4;D;75000;4600000
38;LEASING;CAMIONETA;2015;4x2;D;75000;4200000
39;LEASING;CAMIONETA;2015;4x2;D;75000;4200000
40;LEASING;CAMIONETA;2015;4x2;D;75000;4200000
41;LEASING;CAMIONETA;2015;4x2;D;75000;4200000
42;LEASING;CAMIONETA;2015;4x2;D;75000;4200000
43;LEASING;CAMIONETA;2015;4x2;D;75000;4200000
44;LEASING;CAMIONETA;2015;4x2;D;75000;4100000
45;LEASING;CAMIONETA;2015;4x4;D;75000;6400000
46;LEASING;CAMIONETA;2015;4x4;D;75000;5500000
47;LEASING;CAMIONETA;2015;4x4;D;75000;5400000
48;LEASING;CAMIONETA;2015;4x4;D;75000;5400000
49;LEASING;CAMIONETA;2015;4x4;D;75000;5400000
50;LEASING;CAMIONETA;2015;4x4;D;75000;5300000
51;LEASING;CAMIONETA;2015;4x4;D;75000;5300000
53;LEASING;CAMIONETA;2015;4x4;D;75000;5300000
54;LEASING;CAMIONETA;2015;4x4;D;75000;5500000
55;LEASING;CAMIONETA;2015;4x2;D;75000;5200000
56;LEASING;CAMIONETA;2015;4x2;D;75000;4600000
57;LEASING;CAMIONETA;2014;4x4;D;90000;5400000
58;LEASING;CAMIONETA;2014;4x4;D;90000;5400000
59;LEASING;CAMIONETA;2014;4x2;D;90000;4000000
60;LEASING;CAMIONETA;2015;4x2;D;75000;4000000
61;LEASING;CAMIONETA;2013;4x4;D;105000;4400000
62;LEASING;CAMIONETA;2012;4x4;D;120000;3800000
63;LEASING;CAMIONETA;2012;4x4;D;120000;3700000
64;AUTOMOTORAS;MINIBUS;2019;4x2;D;15000;8300000
65;LEASING;FURGON;2017;4x2;D;45000;4400000
66;LEASING;FURGON;2016;4x2;D;60000;4100000
67;LEASING;FURGON;2016;4x2;D;60000;3700000
68;LEASING;FURGON;2016;4x2;D;60000;3700000
69;LEASING;FURGON;2016;4x2;D;60000;3600000
70;LEASING;FURGON;2016;4x2;D;60000;4100000
71;LEASING;FURGON;2016;4x2;D;60000;3200000
72;LEASING;FURGON;2016;4x2;D;60000;3400000
73;LEASING;FURGON;2016;4x2;D;60000;2700000
74;LEASING;FURGON;2015;4x2;D;75000;3400000
75;LEASING;FURGON;2015;4x2;D;75000;3300000
76;LEASING;FURGON;2015;4x2;D;75000;3300000
77;LEASING;FURGON;2015;4x2;D;75000;2400000
78;LEASING;FURGON;2015;4x2;D;75000;2400000
79;LEASING;FURGON;2015;4x2;D;75000;2300000
80;LEASING;FURGON;2015;4x2;D;75000;2100000
81;LEASING;FURGON;2015;4x2;D;75000;2100000
82;LEASING;FURGON;2015;4x2;D;75000;2500000
83;LEASING;FURGON;2014;4x2;D;90000;2500000
84;LEASING;FURGON;2014;4x2;D;90000;2500000
85;LEASING;FURGON;2014;4x2;D;90000;2000000
86;LEASING;FURGON;2014;4x2;D;90000;1900000
87;LEASING;FURGON;2014;4x2;D;90000;2000000
88;LEASING;FURGON;2014;4x2;D;90000;1800000
89;LEASING;FURGON;2014;4x2;D;90000;2500000
90;LEASING;FURGON;2014;4x2;D;90000;1800000
91;AUTOMOTORAS;CAMIONETA;2018;4x2;D;30000;8200000
92;AUTOMOTORAS;CAMIONETA;2019;4x2;D;15000;8400000
94;LEASING;AMBULANCIA;2015;4x2;D;75000;4100000
1;AUTOMOTORAS;SUV/JEEP;2019;4x2;D;15000;14000000
2;PARTICULARES;SUV/JEEP;2017;4x4;B;45000;14000000
3;PARTICULARES;SUV/JEEP;2017;4x4;B;45000;12900000
4;PARTICULARES;HATCHBACK;2017;4x4;B;45000;11700000
5;AUTOMOTORAS;SEDAN;2016;4x2;B;60000;11700000
6;PARTICULARES;STATION WAGON;2017;4x2;B;45000;9200000
7;AUTOMOTORAS;SUV/JEEP;2017;4x4;D;45000;8700000
8;LEASING;HATCHBACK;2018;4x2;D;30000;10000000
9;PARTICULARES;SEDAN;2016;4x2;D;60000;8500000
10;BFE;SUV/JEEP;2019;4x4;B;15000;9100000
11;AUTOMOTORAS;HATCHBACK;2017;4x2;B;45000;5500000
12;BFE;HATCHBACK;2018;4x2;B;30000;7600000
13;BFE;SUV/JEEP;2015;4x4;B;75000;6800000
14;PARTICULARES;HATCHBACK;2017;4x2;B;45000;6200000
15;AUTOMOTORAS;SEDAN;2015;4x2;B;75000;8200000
16;AUTOMOTORAS;HATCHBACK;2017;4x2;D;45000;7900000
17;PARTICULARES;SUV/JEEP;2017;4x2;B;45000;8200000
18;AUTOMOTORAS;SUV/JEEP;2019;4x2;B;15000;7200000
19;PARTICULARES;HATCHBACK;2019;4x2;B;15000;6600000
20;PARTICULARES;HATCHBACK;2014;4x2;D;90000;6000000
21;PARTICULARES;SUV/JEEP;2013;4x4;B;105000;5700000
22;AUTOMOTORAS;SUV/JEEP;2015;4x2;B;75000;7500000
23;PARTICULARES;SUV/JEEP;2015;4x2;B;75000;7000000
24;PARTICULARES;STATION WAGON;2016;4x2;B;60000;6300000
25;PARTICULARES;SUV/JEEP;2016;4x2;D;60000;7000000
26;PARTICULARES;HATCHBACK;2016;4x2;B;60000;5300000
27;PARTICULARES;HATCHBACK;2015;4x2;D;75000;5400000
28;AUTOMOTORAS;SEDAN;2014;4x2;B;90000;4900000
29;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;5200000
30;LEASING;CAMIONETA;2017;4x4;D;45000;7900000
31;LEASING;CAMIONETA;2016;4x4;D;60000;7200000
32;LEASING;CAMIONETA;2016;4x2;D;60000;6700000
33;PARTICULARES;CAMIONETA;2016;4x2;D;60000;7600000
34;PARTICULARES;CAMIONETA;2015;4x2;D;75000;7800000
35;PARTICULARES;CAMIONETA;2018;4x2;D;30000;8000000
36;PARTICULARES;CAMIONETA;2013;4x2;D;105000;6300000
37;LEASING;CAMIONETA;2016;4x4;D;60000;7600000
38;LEASING;CAMIONETA;2016;4x4;D;60000;7600000
39;LEASING;CAMIONETA;2016;4x4;D;60000;7600000
40;LEASING;CAMIONETA;2016;4x4;D;60000;7600000
41;LEASING;CAMIONETA;2016;4x4;D;60000;7600000
43;PARTICULARES;CAMIONETA;2016;4x2;B;60000;4300000
44;LEASING;CAMIONETA;2016;4x2;B;60000;3700000
45;LEASING;CAMIONETA;2016;4x2;B;60000;4000000
46;PARTICULARES;CAMIONETA;2017;4x4;B;45000;5200000
47;AUTOMOTORAS;CAMIONETA;2011;4x2;D;135000;4200000
48;LEASING;FURGON;2017;4x2;D;45000;4800000
49;LEASING;FURGON;2018;4x2;D;30000;4100000
50;LEASING;FURGON;2017;4x2;D;45000;3500000
51;LEASING;FURGON;2016;4x2;D;60000;3600000
52;LEASING;FURGON;2016;4x2;D;60000;3600000
53;LEASING;FURGON;2016;4x2;D;60000;4000000
54;LEASING;FURGON;2016;4x2;D;60000;4000000
55;PARTICULARES;MINIBUS;2018;4x2;D;30000;8400000
56;LEASING;FURGON;2016;4x2;D;60000;7000000
57;LEASING;FURGON;2016;4x2;D;60000;5000000
58;BFE;FURGON;2015;4x2;D;75000;7600000
59;AUTOMOTORAS;FURGON;2014;4x2;B;90000;2200000
60;AUTOMOTORAS;FURGON;2014;4x2;B;90000;900000
61;LEASING;CAMIONETA;2016;4x2;D;60000;5600000
62;LEASING;CAMIONETA;2014;4x2;D;90000;6000000
63;BFE;SUV/JEEP;2011;4x4;B;135000;10400000
64;PARTICULARES;SUV/JEEP;2013;4x4;B;105000;7400000
65;PARTICULARES;SUV/JEEP;2016;4x2;B;60000;5400000
66;BFE;SUV/JEEP;2013;4x2;B;105000;4800000
67;PARTICULARES;SUV/JEEP;2012;4x4;B;120000;5500000
68;PARTICULARES;SUV/JEEP;2011;4x2;B;135000;4600000
69;BFE;SEDAN;2018;4x2;B;30000;5400000
70;BFE;SEDAN;2019;4x2;B;15000;5600000
71;BFE;SEDAN;2018;4x2;B;30000;4400000
72;PARTICULARES;SEDAN;2018;4x2;B;30000;4100000
73;BFE;SEDAN;2018;4x2;B;30000;4100000
74;BFE;SEDAN;2017;4x2;B;45000;3300000
75;BFE;SEDAN;2016;4x2;B;60000;3000000
76;PARTICULARES;SEDAN;2015;4x2;B;75000;2800000
77;BFE;HATCHBACK;2019;4x2;B;15000;3800000
78;BFE;HATCHBACK;2018;4x2;B;30000;3400000
79;BFE;HATCHBACK;2015;4x2;B;75000;2700000
80;BFE;HATCHBACK;2018;4x2;B;30000;4600000
81;PARTICULARES;SEDAN;2016;4x2;D;60000;6000000
83;PARTICULARES;HATCHBACK;2015;4x2;B;75000;4800000
84;AUTOMOTORAS;HATCHBACK;2014;4x2;B;90000;4500000
85;PARTICULARES;HATCHBACK;2016;4x2;B;60000;3600000
86;PARTICULARES;HATCHBACK;2013;4x2;B;105000;3800000
87;PARTICULARES;HATCHBACK;2014;4x2;B;90000;4300000
88;LIQUIDACIONES;HATCHBACK;2013;4x2;B;105000;3300000
89;AUTOMOTORAS;HATCHBACK;2013;4x2;B;105000;3800000
90;LEASING;SEDAN;2016;4x2;B;60000;3600000
91;LEASING;SEDAN;2016;4x2;B;60000;3600000
92;LEASING;SEDAN;2016;4x2;B;60000;3500000
93;LEASING;SEDAN;2014;4x2;B;90000;3000000
94;AUTOMOTORAS;SEDAN;2016;4x2;B;60000;4800000
95;AUTOMOTORAS;SEDAN;2014;4x2;B;90000;3900000
96;PARTICULARES;SEDAN;2016;4x2;B;60000;4900000
97;AUTOMOTORAS;HATCHBACK;2010;4x2;B;150000;4100000
98;BFE;HATCHBACK;2016;4x2;B;60000;3400000
99;PARTICULARES;HATCHBACK;2015;4x2;B;75000;3600000
100;BFE;HATCHBACK;2017;4x2;B;45000;2500000
101;BFE;SUV/JEEP;2014;4x2;B;90000;3200000
102;AUTOMOTORAS;HATCHBACK;2009;4x2;B;165000;2000000
103;LIQUIDACIONES;SUV/JEEP;2001;4x4;B;285000;1600000
104;BFE;SEDAN;2017;4x2;B;45000;3500000
2;AUTOMOTORAS;SUV/JEEP;2019;4x2;D;15000;13400000
3;AUTOMOTORAS;SUV/JEEP;2019;4x2;D;15000;14500000
5;AUTOMOTORAS;SUV/JEEP;2017;4x4;D;45000;9200000
6;PARTICULARES;HATCHBACK;2017;4x2;B;45000;10400000
7;PARTICULARES;SUV/JEEP;2017;4x2;D;45000;8900000
8;PARTICULARES;SUV/JEEP;2018;4x2;B;30000;8800000
9;AUTOMOTORAS;HATCHBACK;2019;4x2;D;15000;7800000
10;AUTOMOTORAS;HATCHBACK;2019;4x2;D;15000;7700000
11;AUTOMOTORAS;HATCHBACK;2019;4x2;D;15000;7800000
12;BFE;SUV/JEEP;2018;4x4;B;30000;8400000
13;BFE;SUV/JEEP;2017;4x2;B;45000;7400000
14;PARTICULARES;HATCHBACK;2015;4x4;B;75000;8800000
15;PARTICULARES;HATCHBACK;2015;4x2;D;75000;8500000
16;PARTICULARES;HATCHBACK;2015;4x2;D;75000;7300000
17;PARTICULARES;HATCHBACK;2017;4x2;B;45000;7600000
18;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;7800000
19;PARTICULARES;SUV/JEEP;2013;4x4;B;105000;11000000
20;PARTICULARES;SUV/JEEP;2014;4x4;B;90000;8100000
21;PARTICULARES;SUV/JEEP;2014;4x2;D;90000;6400000
22;AUTOMOTORAS;SUV/JEEP;2017;4x2;B;45000;6800000
23;BFE;SUV/JEEP;2016;4x2;B;60000;6000000
24;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;6400000
25;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;6300000
26;PARTICULARES;SUV/JEEP;2015;4x4;B;75000;7000000
27;PARTICULARES;SUV/JEEP;2013;4x2;B;105000;6500000
28;BFE;SUV/JEEP;2018;4x2;B;30000;7000000
29;AUTOMOTORAS;SUV/JEEP;2018;4x2;B;30000;6500000
30;AUTOMOTORAS;SUV/JEEP;2018;4x2;B;30000;7000000
31;AUTOMOTORAS;SUV/JEEP;2018;4x2;B;30000;6600000
32;AUTOMOTORAS;SUV/JEEP;2018;4x2;B;30000;6300000
33;AUTOMOTORAS;SUV/JEEP;2018;4x2;B;30000;6400000
34;PARTICULARES;SEDAN;2016;4x2;B;60000;5800000
35;PARTICULARES;HATCHBACK;2017;4x2;D;45000;6900000
36;PARTICULARES;HATCHBACK;2013;4x2;B;105000;5700000
37;PARTICULARES;HATCHBACK;2013;4x2;B;105000;5600000
38;LEASING;SUV/JEEP;2016;4x2;B;60000;5500000
39;BFE;SUV/JEEP;2018;4x2;B;30000;5600000
40;BFE;SUV/JEEP;2018;4x2;B;30000;5500000
41;BFE;SUV/JEEP;2017;4x2;B;45000;5200000
42;BFE;SUV/JEEP;2017;4x2;B;45000;5200000
43;BFE;SEDAN;2017;4x2;D;45000;4500000
44;PARTICULARES;CAMIONETA;2016;4x2;B;60000;8600000
47;LEASING;CAMIONETA;2017;4x4;D;45000;8000000
48;LEASING;CAMIONETA;2017;4x4;D;45000;7300000
49;LEASING;CAMIONETA;2017;4x4;D;45000;7600000
50;LEASING;CAMIONETA;2017;4x4;D;45000;7200000
51;LEASING;CAMIONETA;2017;4x4;D;45000;6300000
52;LEASING;CAMIONETA;2017;4x4;D;45000;6300000
53;LEASING;CAMIONETA;2017;4x4;D;45000;6400000
54;LEASING;CAMIONETA;2017;4x4;D;45000;6400000
55;LEASING;CAMIONETA;2017;4x4;D;45000;6300000
56;LEASING;CAMIONETA;2017;4x4;D;45000;6800000
58;LEASING;CAMIONETA;2017;4x4;D;45000;6400000
59;LEASING;CAMIONETA;2017;4x4;D;45000;6300000
60;LEASING;CAMIONETA;2017;4x4;D;45000;6300000
62;LEASING;CAMIONETA;2017;4x4;D;45000;6100000
63;LEASING;CAMIONETA;2017;4x4;D;45000;6100000
64;LEASING;CAMIONETA;2016;4x4;D;60000;6700000
65;LEASING;CAMIONETA;2016;4x4;D;60000;6700000
66;LEASING;CAMIONETA;2016;4x4;D;60000;7600000
67;LEASING;CAMIONETA;2016;4x4;D;60000;7600000
68;LEASING;CAMIONETA;2016;4x4;D;60000;6600000
69;LEASING;CAMIONETA;2016;4x4;D;60000;6600000
71;LEASING;CAMIONETA;2017;4x4;D;45000;6600000
72;LEASING;CAMIONETA;2016;4x4;D;60000;5800000
73;LEASING;CAMIONETA;2016;4x4;D;60000;5900000
75;BFE;CAMIONETA;2015;4x4;D;75000;6600000
76;LEASING;CAMIONETA;2015;4x4;D;75000;5400000
77;LEASING;CAMIONETA;2015;4x4;D;75000;5200000
78;LEASING;CAMIONETA;2015;4x4;D;75000;5200000
79;LEASING;CAMIONETA;2015;4x4;D;75000;5200000
80;LEASING;CAMIONETA;2015;4x4;D;75000;5200000
81;BFE;CAMIONETA;2016;4x2;D;60000;4800000
82;LEASING;CAMIONETA;2015;4x2;D;75000;5400000
83;PARTICULARES;CAMIONETA;2014;4x2;D;90000;5400000
84;BFE;CAMIONETA;2018;4x2;B;30000;3600000
85;PARTICULARES;CAMIONETA;2014;4x2;B;90000;3100000
86;LEASING;CAMIONETA;2015;4x4;D;75000;5200000
87;LEASING;FURGON;2016;4x2;D;60000;5600000
88;LEASING;FURGON;2018;4x2;D;30000;4900000
89;LEASING;FURGON;2017;4x2;D;45000;4800000
90;LEASING;FURGON;2016;4x2;D;60000;4700000
91;LEASING;FURGON;2016;4x2;D;60000;4100000
92;LEASING;FURGON;2014;4x2;D;90000;3900000
93;LEASING;FURGON;2017;4x2;B;45000;4700000
94;LEASING;FURGON;2016;4x2;D;60000;3800000
95;LEASING;FURGON;2015;4x2;D;75000;3500000
96;LEASING;FURGON;2015;4x2;D;75000;3500000
97;LEASING;FURGON;2015;4x2;D;75000;3200000
98;LEASING;FURGON;2015;4x2;D;75000;3200000
99;LEASING;FURGON;2015;4x2;D;75000;2900000
100;LEASING;FURGON;2015;4x2;D;75000;2900000
102;LEASING;FURGON;2015;4x2;D;75000;4200000
103;PARTICULARES;HATCHBACK;2019;4x2;B;15000;5100000
104;BFE;SEDAN;2018;4x2;B;30000;4800000
105;BFE;SEDAN;2018;4x2;B;30000;4200000
106;PARTICULARES;SEDAN;2017;4x2;B;45000;4600000
107;BFE;SEDAN;2017;4x2;B;45000;4600000
108;BFE;SEDAN;2017;4x2;B;45000;4200000
109;BFE;SEDAN;2018;4x2;B;30000;4800000
110;PARTICULARES;SEDAN;2016;4x2;B;60000;4000000
111;PARTICULARES;HATCHBACK;2018;4x2;B;30000;4000000
112;PARTICULARES;HATCHBACK;2017;4x2;B;45000;4100000
113;BFE;HATCHBACK;2013;4x2;B;105000;4800000
114;PARTICULARES;SUV/JEEP;2013;4x2;B;105000;3600000
115;PARTICULARES;HATCHBACK;2013;4x2;B;105000;3800000
116;PARTICULARES;SEDAN;2013;4x2;B;105000;3500000
118;BFE;SUV/JEEP;2017;4x2;B;45000;3500000
119;BFE;SUV/JEEP;2017;4x2;B;45000;3300000
120;BFE;SUV/JEEP;2017;4x2;B;45000;3500000
121;PARTICULARES;SUV/JEEP;2017;4x2;B;45000;4400000
122;BFE;SEDAN;2018;4x2;B;30000;4900000
123;BFE;SUV/JEEP;2012;4x2;B;120000;4400000
124;BFE;SUV/JEEP;2011;4x2;B;135000;2300000
125;BFE;HATCHBACK;2018;4x2;B;30000;3700000
126;LEASING;SEDAN;2017;4x2;B;45000;3500000
127;LEASING;SEDAN;2016;4x2;B;60000;3600000
128;LEASING;SEDAN;2016;4x2;B;60000;3600000
129;BFE;HATCHBACK;2012;4x2;B;120000;3100000
130;BFE;SUV/JEEP;2014;4x2;B;90000;3400000
131;BFE;HATCHBACK;2017;4x2;B;45000;2600000
132;BFE;SUV/JEEP;2007;4x2;B;195000;2800000
133;BFE;SEDAN;2011;4x2;B;135000;2600000
134;BFE;SEDAN;2011;4x2;B;135000;3100000
135;PARTICULARES;HATCHBACK;2015;4x2;B;75000;2500000
136;PARTICULARES;HATCHBACK;2013;4x2;B;105000;1700000
137;BFE;SEDAN;2011;4x2;B;135000;1100000
139;LEASING;FURGON;2016;4x2;B;60000;4400000
1;PARTICULARES;SUV/JEEP;2018;4x2;B;30000;12700000
2;AUTOMOTORAS;SUV/JEEP;2018;4x4;D;30000;10600000
4;BFE;SUV/JEEP;2017;4x2;B;45000;11100000
5;PARTICULARES;HATCHBACK;2018;4x2;B;30000;14800000
6;PARTICULARES;SEDAN;2014;4x2;B;90000;10600000
7;BFE;HATCHBACK;2016;4x2;B;60000;9000000
8;LEASING;HATCHBACK;2018;4x2;D;30000;10400000
9;PARTICULARES;SUV/JEEP;2015;4x2;B;75000;9200000
10;BFE;SUV/JEEP;2017;4x2;D;45000;8900000
11;LEASING;SUV/JEEP;2017;4x4;B;45000;9700000
12;AUTOMOTORAS;SUV/JEEP;2018;4x2;D;30000;9100000
13;AUTOMOTORAS;STATION WAGON;2018;4x2;D;30000;8300000
14;AUTOMOTORAS;STATION WAGON;2018;4x2;D;30000;8300000
15;AUTOMOTORAS;STATION WAGON;2018;4x2;D;30000;9100000
16;AUTOMOTORAS;SUV/JEEP;2018;4x2;D;30000;8000000
17;AUTOMOTORAS;SUV/JEEP;2018;4x2;D;30000;8300000
18;AUTOMOTORAS;SUV/JEEP;2018;4x2;D;30000;9100000
19;BFE;SUV/JEEP;2018;4x2;D;30000;10500000
20;LEASING;SUV/JEEP;2016;4x4;B;60000;8200000
21;PARTICULARES;HATCHBACK;2019;4x2;B;15000;8300000
23;BFE;SUV/JEEP;2015;4x2;B;75000;6100000
24;LEASING;SUV/JEEP;2015;4x4;B;75000;9500000
25;PARTICULARES;SUV/JEEP;2014;4x2;B;90000;8600000
27;PARTICULARES;SUV/JEEP;2016;4x2;B;60000;8600000
28;PARTICULARES;SUV/JEEP;2019;4x2;B;15000;6200000
29;BFE;SUV/JEEP;2016;4x2;B;60000;5600000
30;BFE;HATCHBACK;2018;4x2;B;30000;6700000
31;PARTICULARES;HATCHBACK;2015;4x2;B;75000;5300000
32;BFE;HATCHBACK;2017;4x2;B;45000;6400000
33;AUTOMOTORAS;SEDAN;2016;4x2;B;60000;4500000
34;LEASING;SUV/JEEP;2018;4x4;B;30000;7300000
35;LEASING;SUV/JEEP;2018;4x2;B;30000;6400000
36;LEASING;SUV/JEEP;2017;4x2;B;45000;6200000
37;LEASING;SUV/JEEP;2017;4x2;B;45000;6200000
38;PARTICULARES;SUV/JEEP;2016;4x4;B;60000;6500000
39;LEASING;SUV/JEEP;2016;4x4;B;60000;6000000
